textID,text,selected_text,sentiment,temp_list,stemmed,lemmatized,label,token
80e8c57a6c,is spending her Saturday morning taking notes for a research essay because some stupid **** recalled the book I`m using. Not fair,some stupid ****,negative,"['spending', 'Saturday', 'morning', 'taking', 'notes', 'research', 'essay', 'stupid', '****', 'recalled', 'book', 'I`m', 'using.', 'Not', 'fair']","['spend', 'saturday', 'morn', 'take', 'note', 'research', 'essay', 'stupid', 'recal', 'book', 'use', 'not', 'fair']","['spending', 'saturday', 'morning', 'take', 'note', 'research', 'essay', 'stupid', 'recall', 'book', 'use', 'not', 'fair']",0,"['spending', 'saturday', 'morning', 'take', 'note', 'research', 'essay', 'stupid', 'recall', 'book', 'use', 'not', 'fair']"
c6b9b3cd53,"I was just watching some cartoons as I haven`t in years when I was eating my breakfast, the programs have changed","I was just watching some cartoons as I haven`t in years when I was eating my breakfast, the programs have changed",neutral,"['I', 'watching', 'cartoons', 'I', 'haven`t', 'years', 'I', 'eating', 'breakfast,', 'programs', 'changed']","['watch', 'cartoon', 'year', 'eat', 'breakfast', 'program', 'chang']","['watch', 'cartoon', 'year', 'eat', 'breakfast', 'program', 'change']",1,"['watch', 'cartoon', 'year', 'eat', 'breakfast', 'program', 'change']"
25bab5276e,"Not looking forward to next week: Maths, Geography, English and French exams, totalling 7 hours",Not looking forward,negative,"['Not', 'looking', 'forward', 'next', 'week:', 'Maths,', 'Geography,', 'English', 'French', 'exams,', 'totalling', '7', 'hours']","['not', 'look', 'forward', 'next', 'week', 'bath', 'geographi', 'english', 'french', 'exam', 'total', 'hour']","['not', 'look', 'forward', 'next', 'week', 'bath', 'geography', 'english', 'french', 'exam', 'total', 'hour']",0,"['not', 'look', 'forward', 'next', 'week', 'bath', 'geography', 'english', 'french', 'exam', 'total', 'hour']"
e11206be7e,"Brilliant day today, got the car washed and got a washing done! Just have to go to work in an hour","Brilliant day today,",positive,"['Brilliant', 'day', 'today,', 'got', 'car', 'washed', 'got', 'washing', 'done!', 'Just', 'go', 'work', 'hour']","['brilliant', 'day', 'today', 'got', 'car', 'wash', 'got', 'wash', 'done', 'work', 'hour']","['brilliant', 'day', 'today', 'get', 'car', 'wash', 'get', 'wash', 'do', 'work', 'hour']",2,"['brilliant', 'day', 'today', 'get', 'car', 'wash', 'get', 'wash', 'do', 'work', 'hour']"
842d1cccb9," No, but Geek Minds Think Alike.","No, but Geek Minds Think Alike.",neutral,"['No,', 'Geek', 'Minds', 'Think', 'Alike.']","['week', 'mind', 'think', 'alik']","['week', 'mind', 'think', 'alike']",1,"['week', 'mind', 'think', 'alike']"
5ef2da36a1,Hey  wow cheers for the insight ppl  looks FUN oh im just stunned..it`s AWEOMSE!!!   (robluketic live > http://ustre.am/2w5v),cheers,positive,"['Hey', 'wow', 'cheers', 'insight', 'ppl', 'looks', 'FUN', 'oh', 'im', 'stunned..it`s', 'AWEOMSE!!!', '(robluketic', 'live', '>', 'http://ustre.am/2w5v)']","['hey', 'now', 'cheer', 'insight', 'peopl', 'look', 'fun', 'stun', 'a', 'we', 'om', 'se', 'rob', 'lunat', 'live']","['hey', 'now', 'cheer', 'insight', 'people', 'look', 'fun', 'stun', 'a', 'we', 'om', 'se', 'rob', 'lunatic', 'live']",2,"['hey', 'now', 'cheer', 'insight', 'people', 'look', 'fun', 'stun', 'a', 'we', 'om', 'se', 'rob', 'lunatic', 'live']"
395a189ff5,i dont wanna miss the laker game tonight! i`m so sad,so sad,negative,"['dont', 'wanna', 'miss', 'laker', 'game', 'tonight!', 'i`m', 'sad']","['not', 'want', 'miss', 'later', 'game', 'tonight', 'sad']","['not', 'want', 'miss', 'later', 'game', 'tonight', 'sad']",0,"['not', 'want', 'miss', 'later', 'game', 'tonight', 'sad']"
129b12fd25, Joined you on facebook!,Joined you on facebook!,neutral,"['Joined', 'facebook!']","['join', 'facebook']","['join', 'facebook']",1,"['join', 'facebook']"
b955bd9e50,http://twitpic.com/4wkpl - Widescreen laptop + rotation + comics = Awesome.,Awesome.,positive,"['http://twitpic.com/4wkpl', '-', 'Widescreen', 'laptop', '+', 'rotation', '+', 'comics', '=', 'Awesome.']","['widescreen', 'lawton', 'rotat', 'comic', 'awesom']","['widescreen', 'lawton', 'rotation', 'comic', 'awesome']",2,"['widescreen', 'lawton', 'rotation', 'comic', 'awesome']"
8fef70c18f, i`m on twitter! go me. i have no idea how to work it.,i`m on twitter! go me. i have no idea how to work it.,neutral,"['i`m', 'twitter!', 'go', 'me.', 'idea', 'work', 'it.']","['twitter', 'idea', 'work']","['twitter', 'idea', 'work']",1,"['twitter', 'idea', 'work']"
2ed5040080,I hate packing,I hate packing,negative,"['I', 'hate', 'packing']","['hate', 'pack']","['hate', 'pack']",0,"['hate', 'pack']"
4ca7ee56c6,Mother`s Day is THIS Sunday.... don`t forget to send her something special  http://www.youtube.com/watch?v=ExpmTEVSFQg,special,positive,"['Mother`s', 'Day', 'THIS', 'Sunday....', 'don`t', 'forget', 'send', 'something', 'special', 'http://www.youtube.com/watch?v=ExpmTEVSFQg']","['mother', 'day', 'sunday', 'forget', 'send', 'someth', 'special']","['mother', 'day', 'sunday', 'forget', 'send', 'something', 'special']",2,"['mother', 'day', 'sunday', 'forget', 'send', 'something', 'special']"
463a03c579,got 1 after school detention. 2 lunch times and if i dont go to them. i will get 2 more after schools,detention.,negative,"['got', '1', 'school', 'detention.', '2', 'lunch', 'times', 'dont', 'go', 'them.', 'get', '2', 'schools']","['got', 'school', 'detent', 'lunch', 'time', 'not', 'get', 'school']","['get', 'school', 'detention', 'lunch', 'time', 'not', 'get', 'school']",0,"['get', 'school', 'detention', 'lunch', 'time', 'not', 'get', 'school']"
8ab0568083, soooo jelous of you right now,soooo jelous of you,negative,"['soooo', 'jelous', 'right']","['so', 'jealou', 'right']","['so', 'jealous', 'right']",0,"['so', 'jealous', 'right']"
d47641b00e,i seriously neeed to study,i seriously neeed to study,positive,"['seriously', 'neeed', 'study']","['serious', 'need', 'studi']","['seriously', 'need', 'study']",2,"['seriously', 'need', 'study']"
e7eaa1559f,Holy cheese sending things to the motherland is muy caro,Holy cheese sending things to the motherland is muy caro,neutral,"['Holy', 'cheese', 'sending', 'things', 'motherland', 'muy', 'caro']","['holi', 'chees', 'send', 'thing', 'motherland', 'may', 'care']","['holy', 'cheese', 'send', 'thing', 'motherland', 'may', 'care']",1,"['holy', 'cheese', 'send', 'thing', 'motherland', 'may', 'care']"
160357c406,Colleen really sincerely hopes that  gets better soon.,sincerely hopes that  gets better soon.,positive,"['Colleen', 'really', 'sincerely', 'hopes', 'gets', 'better', 'soon.']","['colleg', 'realli', 'sincer', 'hope', 'get', 'better', 'soon']","['college', 'really', 'sincerely', 'hope', 'get', 'well', 'soon']",2,"['college', 'really', 'sincerely', 'hope', 'get', 'well', 'soon']"
20aae8c859,This economy thing is getting us down. I stay positive mostly but sometimes it really gets to me. Hoping Todd gets work soon.,This economy thing is getting us down. I stay positive mostly but sometimes it really gets to me. Hoping Todd gets work soon.,neutral,"['This', 'economy', 'thing', 'getting', 'us', 'down.', 'I', 'stay', 'positive', 'mostly', 'sometimes', 'really', 'gets', 'me.', 'Hoping', 'Todd', 'gets', 'work', 'soon.']","['economi', 'thing', 'get', 'stay', 'posit', 'mostli', 'sometim', 'realli', 'get', 'hope', 'told', 'get', 'work', 'soon']","['economy', 'thing', 'get', 'stay', 'positive', 'mostly', 'sometimes', 'really', 'get', 'hop', 'told', 'get', 'work', 'soon']",1,"['economy', 'thing', 'get', 'stay', 'positive', 'mostly', 'sometimes', 'really', 'get', 'hop', 'told', 'get', 'work', 'soon']"
1e1a56bd28,I am soo happy! But frustrated at the same time!  :]  :S. Ohh noo!!! Britney is recording her new video for Radar!!!  Sooo ExxCiiTeed!!!,happy!,positive,"['I', 'soo', 'happy!', 'But', 'frustrated', 'time!', ':]', ':S.', 'Ohh', 'noo!!!', 'Britney', 'recording', 'new', 'video', 'Radar!!!', 'Sooo', 'ExxCiiTeed!!!']","['so', 'happi', 'frustrat', 'time', 'oh', 'not', 'brioni', 'record', 'new', 'video', 'rear', 'so', 'ex', 'c', 'ii', 'need']","['so', 'happy', 'frustrate', 'time', 'oh', 'not', 'briony', 'record', 'new', 'video', 'rear', 'so', 'ex', 'c', 'ii', 'need']",2,"['so', 'happy', 'frustrate', 'time', 'oh', 'not', 'briony', 'record', 'new', 'video', 'rear', 'so', 'ex', 'c', 'ii', 'need']"
1cd3ca1300,"New pic.... Twitter is finally letting me change my pic.  For those that missed it, Fannish Inquisition is now  please follow","New pic.... Twitter is finally letting me change my pic.  For those that missed it, Fannish Inquisition is now  please follow",neutral,"['New', 'pic....', 'Twitter', 'finally', 'letting', 'change', 'pic.', 'For', 'missed', 'it,', 'Fannish', 'Inquisition', 'please', 'follow']","['new', 'pick', 'twitter', 'final', 'let', 'chang', 'pick', 'miss', 'finnish', 'inquisit', 'pleas', 'follow']","['new', 'pick', 'twitter', 'finally', 'let', 'change', 'pick', 'miss', 'finnish', 'inquisition', 'please', 'follow']",1,"['new', 'pick', 'twitter', 'finally', 'let', 'change', 'pick', 'miss', 'finnish', 'inquisition', 'please', 'follow']"
2b6e8b49ca,_dang my phone is still broken.  just come over whenever.,broken.,negative,"['_dang', 'phone', 'still', 'broken.', 'come', 'whenever.']","['sang', 'phone', 'still', 'broken', 'come', 'whenev']","['sang', 'phone', 'still', 'broken', 'come', 'whenever']",0,"['sang', 'phone', 'still', 'broken', 'come', 'whenever']"
aeaa0164ff,Roxy was right. This palmade stuffs pretty cool,This palmade stuffs pretty cool,positive,"['Roxy', 'right.', 'This', 'palmade', 'stuffs', 'pretty', 'cool']","['rosi', 'right', 'palm', 'de', 'stuff', 'pretti', 'cool']","['rosy', 'right', 'palm', 'de', 'stuff', 'pretty', 'cool']",2,"['rosy', 'right', 'palm', 'de', 'stuff', 'pretty', 'cool']"
925cf679e2,Collabro w/JPhlip called 'California' was another hot one.,Collabro w/JPhlip called 'California' was another hot one.,neutral,"['Collabro', 'w/JPhlip', 'called', ""'California'"", 'another', 'hot', 'one.']","['collar', 'to', 'j', 'philip', 'call', 'california', 'anoth', 'hot', 'one']","['collar', 'to', 'j', 'philip', 'call', 'california', 'another', 'hot', 'one']",1,"['collar', 'to', 'j', 'philip', 'call', 'california', 'another', 'hot', 'one']"
3f68aa7302,"LaLaLaLand... why am i liking that song so much?! Anyhoo.... grr I have a cold, but thank goodness though the sore throat has gone!!","LaLaLaLand... why am i liking that song so much?! Anyhoo.... grr I have a cold, but thank goodness though the sore throat has gone!!",neutral,"['LaLaLaLand...', 'liking', 'song', 'much?!', 'Anyhoo....', 'grr', 'I', 'cold,', 'thank', 'goodness', 'though', 'sore', 'throat', 'gone!!']","['balaga', 'land', 'like', 'song', 'much', 'anyhow', 'grm', 'cold', 'thank', 'good', 'though', 'sore', 'throat', 'gone']","['balaga', 'land', 'like', 'song', 'much', 'anyhow', 'grm', 'cold', 'thank', 'goodness', 'though', 'sore', 'throat', 'go']",1,"['balaga', 'land', 'like', 'song', 'much', 'anyhow', 'grm', 'cold', 'thank', 'goodness', 'though', 'sore', 'throat', 'go']"
791cb88215,Lebron maybe the MVP this year ... but I like the Lakers to win the NBA Title,Lebron maybe the MVP this year ... but I like the Lakers to win the NBA Title,positive,"['Lebron', 'maybe', 'MVP', 'year', '...', 'I', 'like', 'Lakers', 'win', 'NBA', 'Title']","['lesion', 'may', 'be', 'map', 'year', 'like', 'layer', 'win', 'na', 'titl']","['lesion', 'may', 'be', 'map', 'year', 'like', 'layer', 'win', 'na', 'title']",2,"['lesion', 'may', 'be', 'map', 'year', 'like', 'layer', 'win', 'na', 'title']"
47ca480887, Thats on Fox isnt it? Never watched it,Thats on Fox isnt it? Never watched it,neutral,"['Thats', 'Fox', 'isnt', 'it?', 'Never', 'watched']","['fox', 'not', 'never', 'watch']","['fox', 'not', 'never', 'watch']",1,"['fox', 'not', 'never', 'watch']"
ef19442c10,"Is at Panera eating a bacon, egg and cheese with a coffee!  http://twitpic.com/4jip9","Is at Panera eating a bacon, egg and cheese with a coffee!",neutral,"['Is', 'Panera', 'eating', 'bacon,', 'egg', 'cheese', 'coffee!', 'http://twitpic.com/4jip9']","['paper', 'eat', 'bacon', 'egg', 'chees', 'coffe']","['paper', 'eat', 'bacon', 'egg', 'cheese', 'coffee']",1,"['paper', 'eat', 'bacon', 'egg', 'cheese', 'coffee']"
799bf9cbe3,hoping it will rain again because it`s sooo warm,hoping,positive,"['hoping', 'rain', 'it`s', 'sooo', 'warm']","['hope', 'rain', 'so', 'warm']","['hop', 'rain', 'so', 'warm']",2,"['hop', 'rain', 'so', 'warm']"
0200bde679,"Google Wave looks cool. I should be working for these guys, I came up with some of these ideas years ago.  http://tinyurl.com/m77gp7",Google Wave looks cool.,positive,"['Google', 'Wave', 'looks', 'cool.', 'I', 'working', 'guys,', 'I', 'came', 'ideas', 'years', 'ago.', 'http://tinyurl.com/m77gp7']","['goos', 'wave', 'look', 'cool', 'work', 'gun', 'came', 'idea', 'year', 'ago']","['goose', 'wave', 'look', 'cool', 'work', 'gun', 'come', 'idea', 'year', 'ago']",2,"['goose', 'wave', 'look', 'cool', 'work', 'gun', 'come', 'idea', 'year', 'ago']"
edda8cc994,I dont like the dentist...they make my gums hurt,they make my gums hurt,negative,"['I', 'dont', 'like', 'dentist...they', 'make', 'gums', 'hurt']","['not', 'like', 'dentist', 'make', 'gum', 'hurt']","['not', 'like', 'dentist', 'make', 'gum', 'hurt']",0,"['not', 'like', 'dentist', 'make', 'gum', 'hurt']"
df99a5b240,_uppercut that was such an `old man` thing to say,_uppercut that was such an `old man` thing to say,neutral,"['_uppercut', '`old', 'man`', 'thing', 'say']","['uppercut', 'old', 'man', 'thing', 'say']","['uppercut', 'old', 'man', 'thing', 'say']",1,"['uppercut', 'old', 'man', 'thing', 'say']"
c91b679da1,HAPPY MOTHER`S DAY!!!!!,HAPPY,positive,"['HAPPY', 'MOTHER`S', 'DAY!!!!!']","['happi', 'mother', 'day']","['happy', 'mother', 'day']",2,"['happy', 'mother', 'day']"
ac923b96f8," bugger, that would have been nice but typically, we`re heading to Bristol","bugger, that would have been nice but typically, we`re heading to Bristol",neutral,"['bugger,', 'would', 'nice', 'typically,', 'we`re', 'heading', 'Bristol']","['bigger', 'would', 'nice', 'typic', 'head', 'bristol']","['big', 'would', 'nice', 'typically', 'head', 'bristol']",1,"['big', 'would', 'nice', 'typically', 'head', 'bristol']"
fc0596fb1e," *laughs* I`m glad that you have self confidence - it`s a wonderful trait to have  I`ll applaud extra loud for it, okay?",glad,positive,"['*laughs*', 'I`m', 'glad', 'self', 'confidence', '-', 'it`s', 'wonderful', 'trait', 'I`ll', 'applaud', 'extra', 'loud', 'it,', 'okay?']","['laugh', 'glad', 'self', 'confid', 'wonder', 'trait', 'applaud', 'extra', 'loud', 'okay']","['laugh', 'glad', 'self', 'confidence', 'wonderful', 'trait', 'applaud', 'extra', 'loud', 'okay']",2,"['laugh', 'glad', 'self', 'confidence', 'wonderful', 'trait', 'applaud', 'extra', 'loud', 'okay']"
cba20f207f, clearly need to crack the whip some more,clearly need to crack the whip some more,negative,"['clearly', 'need', 'crack', 'whip']","['clearli', 'need', 'crack', 'whip']","['clearly', 'need', 'crack', 'whip']",0,"['clearly', 'need', 'crack', 'whip']"
805ae9146e, I`m a bit Ben`s Thai-ed out,I`m a bit Ben`s Thai-ed out,neutral,"['I`m', 'bit', 'Ben`s', 'Thai-ed']","['bit', 'ben', 'that']","['bit', 'ben', 'that']",1,"['bit', 'ben', 'that']"
45444bd231, because you had chips and sale w/o me,because you had chips and sale w/o me,neutral,"['chips', 'sale', 'w/o']","['chip', 'sale']","['chip', 'sale']",1,"['chip', 'sale']"
41d59dee77," Still waiting for a email  from MAX. So i consider no news, bad news.",", bad",negative,"['Still', 'waiting', 'email', 'MAX.', 'So', 'consider', 'news,', 'bad', 'news.']","['still', 'wait', 'email', 'max', 'consid', 'news', 'bad', 'news']","['still', 'wait', 'email', 'max', 'consider', 'news', 'bad', 'news']",0,"['still', 'wait', 'email', 'max', 'consider', 'news', 'bad', 'news']"
6fc8abe407,I missed the  announcement   Something about being flow out for a concert? Can anyone fill me in?,I missed the  announcement   Something about being flow out for a concert? Can anyone fill me in?,neutral,"['I', 'missed', 'announcement', 'Something', 'flow', 'concert?', 'Can', 'anyone', 'fill', 'in?']","['miss', 'announc', 'someth', 'flow', 'concert', 'anyon', 'fill']","['miss', 'announcement', 'something', 'flow', 'concert', 'anyone', 'fill']",1,"['miss', 'announcement', 'something', 'flow', 'concert', 'anyone', 'fill']"
4c0d464252,They burnt my zuccini,They burnt my zuccini,negative,"['They', 'burnt', 'zuccini']","['burnt', 'such', 'in']","['burnt', 'such', 'in']",0,"['burnt', 'such', 'in']"
00e39aff93,Aww man I left all my laffy taffy`s at work,Aww man I left all my laffy taffy`s at work,neutral,"['Aww', 'man', 'I', 'left', 'laffy', 'taffy`s', 'work']","['www', 'man', 'left', 'lay', 'staff', 'work']","['www', 'man', 'left', 'lay', 'staff', 'work']",1,"['www', 'man', 'left', 'lay', 'staff', 'work']"
5e59ce4ad4, Hell unlucky! :O and and it comes out next week here.,Hell unlucky!,negative,"['Hell', 'unlucky!', ':O', 'comes', 'next', 'week', 'here.']","['hell', 'unlucki', 'come', 'next', 'week']","['hell', 'unlucky', 'come', 'next', 'week']",0,"['hell', 'unlucky', 'come', 'next', 'week']"
c697a5c4cf," I asked mum bout going out tommorow, she laughed in my face lmao",she laughed in my face,negative,"['I', 'asked', 'mum', 'bout', 'going', 'tommorow,', 'laughed', 'face', 'lmao']","['ask', 'sum', 'bout', 'go', 'tomorrow', 'laugh', 'face', 'may']","['ask', 'sum', 'bout', 'go', 'tomorrow', 'laugh', 'face', 'may']",0,"['ask', 'sum', 'bout', 'go', 'tomorrow', 'laugh', 'face', 'may']"
706072db60,Fashion Show is done & only one slip...now cooking & having a glass of wine or two,Fashion Show is done & only one slip...now cooking & having a glass of wine or two,neutral,"['Fashion', 'Show', 'done', '&', 'one', 'slip...now', 'cooking', '&', 'glass', 'wine', 'two']","['fashion', 'show', 'done', 'one', 'slip', 'cook', 'glass', 'wine', 'two']","['fashion', 'show', 'do', 'one', 'slip', 'cooking', 'glass', 'wine', 'two']",1,"['fashion', 'show', 'do', 'one', 'slip', 'cooking', 'glass', 'wine', 'two']"
0333412d61,Mmmmmm.... Coffee...,Mmmmmm.... Coffee...,neutral,"['Mmmmmm....', 'Coffee...']","['mm', 'mm', 'coffe']","['mm', 'mm', 'coffee']",1,"['mm', 'mm', 'coffee']"
ed3716a945,Watching 'P.S. I love you'. Eating chinese food. What else is there to do when you`re home alone on a Friday night!,Watching 'P.S. I love you'. Eating chinese food. What else is there to do when you`re home alone on a Friday night!,neutral,"['Watching', ""'P.S."", 'I', 'love', ""you'."", 'Eating', 'chinese', 'food.', 'What', 'else', 'you`re', 'home', 'alone', 'Friday', 'night!']","['watch', 'love', 'eat', 'chines', 'food', 'els', 'home', 'alon', 'friday', 'night']","['watch', 'love', 'eat', 'chinese', 'food', 'else', 'home', 'alone', 'friday', 'night']",1,"['watch', 'love', 'eat', 'chinese', 'food', 'else', 'home', 'alone', 'friday', 'night']"
b351677c6e,finished the book... vat a good book <3333,good,positive,"['finished', 'book...', 'vat', 'good', 'book', '<3333']","['finish', 'book', 'vat', 'good', 'book']","['finish', 'book', 'vat', 'good', 'book']",2,"['finish', 'book', 'vat', 'good', 'book']"
e410e53aec,Raining in Calicut.,Raining in Calicut.,neutral,"['Raining', 'Calicut.']","['rain', 'calcium']","['rain', 'calcium']",1,"['rain', 'calcium']"
1a837440e0,"It is so miserably hot, the a/c in my house is broken","miserably hot,",negative,"['It', 'miserably', 'hot,', 'a/c', 'house', 'broken']","['miser', 'hot', 'hous', 'broken']","['miserable', 'hot', 'house', 'broken']",0,"['miserable', 'hot', 'house', 'broken']"
9f5bdf41ee,"@_Marguerite Yup, that`s Dianne and Claudia.  Dianne is new to Tweetville, Claudia has been on a while but not active here","@_Marguerite Yup, that`s Dianne and Claudia.  Dianne is new to Tweetville, Claudia has been on a while but not active here",neutral,"['@_Marguerite', 'Yup,', 'that`s', 'Dianne', 'Claudia.', 'Dianne', 'new', 'Tweetville,', 'Claudia', 'active']","['up', 'dinner', 'claud', 'dinner', 'new', 'sweet', 'vill', 'claud', 'not', 'activ']","['up', 'dinner', 'claude', 'dinner', 'new', 'sweet', 'ville', 'claude', 'not', 'active']",1,"['up', 'dinner', 'claude', 'dinner', 'new', 'sweet', 'ville', 'claude', 'not', 'active']"
f9f70ab6ad,Sitting in Gatwick- going home for a week! cant wait to see family,cant wait to see family,positive,"['Sitting', 'Gatwick-', 'going', 'home', 'week!', 'cant', 'wait', 'see', 'family']","['sit', 'patrick', 'go', 'home', 'week', 'not', 'wait', 'see', 'famili']","['sit', 'patrick', 'go', 'home', 'week', 'not', 'wait', 'see', 'family']",2,"['sit', 'patrick', 'go', 'home', 'week', 'not', 'wait', 'see', 'family']"
f3aa3813ec,"Okay, seriously. you`re all going to have to forgive me while I gush like a little fangirl for a few tweets","Okay, seriously. you`re all going to have to forgive me while I gush like a little fangirl for a few tweets",neutral,"['Okay,', 'seriously.', 'you`re', 'going', 'forgive', 'I', 'gush', 'like', 'little', 'fangirl', 'tweets']","['okay', 'serious', 'go', 'forgiv', 'gush', 'like', 'littl', 'fangirl', 'sweet', 's']","['okay', 'seriously', 'go', 'forgive', 'gush', 'like', 'little', 'fangirl', 'sweet', 's']",1,"['okay', 'seriously', 'go', 'forgive', 'gush', 'like', 'little', 'fangirl', 'sweet', 's']"
eeed1f5e80, haha i am aware of how one contracts a UTI.  and i have training for work at 8:45 tomorrow morning so i have to go to bed early,haha i am aware of how one contracts a UTI.  and i have training for work at 8:45 tomorrow morning so i have to go to bed early,neutral,"['haha', 'aware', 'one', 'contracts', 'UTI.', 'training', 'work', '8:45', 'tomorrow', 'morning', 'go', 'bed', 'early']","['hata', 'awar', 'one', 'contract', 'ti', 'train', 'work', 'tomorrow', 'morn', 'bed', 'earli']","['hata', 'aware', 'one', 'contract', 'ti', 'training', 'work', 'tomorrow', 'morning', 'bed', 'early']",1,"['hata', 'aware', 'one', 'contract', 'ti', 'training', 'work', 'tomorrow', 'morning', 'bed', 'early']"
bd862c5a80,Can`t wait for the next twitter.,Can`t wait,positive,"['Can`t', 'wait', 'next', 'twitter.']","['wait', 'next', 'twitter']","['wait', 'next', 'twitter']",2,"['wait', 'next', 'twitter']"
4aca261763," Awww, it does remind me of getting ready for the ball.","Awww, it does remind me of getting ready for the ball.",neutral,"['Awww,', 'remind', 'getting', 'ready', 'ball.']","['www', 'remind', 'get', 'readi', 'ball']","['www', 'remind', 'get', 'ready', 'ball']",1,"['www', 'remind', 'get', 'ready', 'ball']"
6d1d7a961a, my music collection will be coming up to 250gb soon.  haha,my music collection will be coming up to 250gb soon.  haha,neutral,"['music', 'collection', 'coming', '250gb', 'soon.', 'haha']","['music', 'collect', 'come', 'soon', 'hata']","['music', 'collection', 'come', 'soon', 'hata']",1,"['music', 'collection', 'come', 'soon', 'hata']"
6878616e81,good morning to everyone,good morning to everyone,positive,"['good', 'morning', 'everyone']","['good', 'morn', 'everyon']","['good', 'morning', 'everyone']",2,"['good', 'morning', 'everyone']"
9fe7afc1bb, Have a great time in London,great,positive,"['Have', 'great', 'time', 'London']","['great', 'time', 'london']","['great', 'time', 'london']",2,"['great', 'time', 'london']"
62bca49382,Looks like i can go see jeffree star afterall. I told my dad he`d hate the music & he said i could go alone,Looks like i can go see jeffree star afterall. I told my dad he`d hate the music & he said i could go alone,neutral,"['Looks', 'like', 'go', 'see', 'jeffree', 'star', 'afterall.', 'I', 'told', 'dad', 'he`d', 'hate', 'music', '&', 'said', 'could', 'go', 'alone']","['look', 'like', 'see', 'refere', 'star', 'after', 'all', 'told', 'dad', 'hate', 'music', 'said', 'could', 'alon']","['look', 'like', 'see', 'referee', 'star', 'after', 'all', 'told', 'dad', 'hate', 'music', 'say', 'could', 'alone']",1,"['look', 'like', 'see', 'referee', 'star', 'after', 'all', 'told', 'dad', 'hate', 'music', 'say', 'could', 'alone']"
5302ac81b5,...I need a huge favor of love. Anticipate texts from me,a huge favor of love.,positive,"['...I', 'need', 'huge', 'favor', 'love.', 'Anticipate', 'texts']","['need', 'huge', 'favor', 'love', 'anticip', 'text']","['need', 'huge', 'favor', 'love', 'anticipate', 'text']",2,"['need', 'huge', 'favor', 'love', 'anticipate', 'text']"
4f64543d48," red top tabloids, build em up, knock em down","red top tabloids, build em up, knock em down",neutral,"['red', 'top', 'tabloids,', 'build', 'em', 'up,', 'knock', 'em']","['red', 'top', 'tabloid', 'build', 'knock']","['red', 'top', 'tabloid', 'build', 'knock']",1,"['red', 'top', 'tabloid', 'build', 'knock']"
17599732ac, I hope it`ll go by as quickly as possible.,hope,positive,"['I', 'hope', 'it`ll', 'go', 'quickly', 'possible.']","['hope', 'quickli', 'possibl']","['hope', 'quickly', 'possible']",2,"['hope', 'quickly', 'possible']"
8dee163232,I love my memories. It`s almost like re-reading my favourite book all over again,love,positive,"['I', 'love', 'memories.', 'It`s', 'almost', 'like', 're-reading', 'favourite', 'book']","['love', 'memori', 'almost', 'like', 'read', 'favourit', 'book']","['love', 'memory', 'almost', 'like', 'reading', 'favourite', 'book']",2,"['love', 'memory', 'almost', 'like', 'reading', 'favourite', 'book']"
85d300c867, thanks for the add  I`ll try again signing in later when I get home. If still no such luck then I`ll email someone,thanks,positive,"['thanks', 'add', 'I`ll', 'try', 'signing', 'later', 'I', 'get', 'home.', 'If', 'still', 'luck', 'I`ll', 'email', 'someone']","['thank', 'add', 'tri', 'sign', 'later', 'get', 'home', 'still', 'luck', 'email', 'someon']","['thanks', 'add', 'try', 'signing', 'later', 'get', 'home', 'still', 'luck', 'email', 'someone']",2,"['thanks', 'add', 'try', 'signing', 'later', 'get', 'home', 'still', 'luck', 'email', 'someone']"
f131f4320c, ok thanks  do you like my new pic? http://twitpic.com/4jewc,thanks,positive,"['ok', 'thanks', 'like', 'new', 'pic?', 'http://twitpic.com/4jewc']","['thank', 'like', 'new', 'pick']","['thanks', 'like', 'new', 'pick']",2,"['thanks', 'like', 'new', 'pick']"
e776a5f3f9, i have to tell you that i accidentally screwed up the layout of the lautner_daily community,accidentally screwed up,negative,"['tell', 'accidentally', 'screwed', 'layout', 'lautner_daily', 'community']","['tell', 'accident', 'screw', 'layout', 'later', 'daili', 'commun']","['tell', 'accidentally', 'screw', 'layout', 'later', 'daily', 'community']",0,"['tell', 'accidentally', 'screw', 'layout', 'later', 'daily', 'community']"
c80ad683f5,wow I just had a two hour conversation with someone on omegle. it was amazing,amazing,positive,"['wow', 'I', 'two', 'hour', 'conversation', 'someone', 'omegle.', 'amazing']","['now', 'two', 'hour', 'convers', 'someon', 'omen', 'le', 'amaz']","['now', 'two', 'hour', 'conversation', 'someone', 'omen', 'le', 'amaze']",2,"['now', 'two', 'hour', 'conversation', 'someone', 'omen', 'le', 'amaze']"
215fa55991,http://twitpic.com/676hv - R.I.P Fristy just thinking abt her,R.I.P Fristy just thinking abt her,negative,"['http://twitpic.com/676hv', '-', 'R.I.P', 'Fristy', 'thinking', 'abt']","['first', 'y', 'think']","['first', 'y', 'think']",0,"['first', 'y', 'think']"
